,createDate,dateScanned,purchaseDate,pointsEarned,finishedDate,pointsAwardedDate,modifyDate,bonusPointsEarned,totalSpent,rewardsReceiptStatus,_id,bonusPointsEarnedReason,userId,purchasedItemCount
973,{'$date': 1613112161802},{'$date': 1613112161802},,,,,{'$date': 1613112161802},,,SUBMITTED,{'$oid': '602623610a720f05a80002a2'},,5fc961c3b8cfca11a077dd33,
974,{'$date': 1613134361801},{'$date': 1613134361801},,,,,{'$date': 1613134361801},,,SUBMITTED,{'$oid': '60267a190a7214d8e90002fa'},,5fc961c3b8cfca11a077dd33,
975,{'$date': 1613167663589},{'$date': 1613167663589},,,,,{'$date': 1613167663589},,,SUBMITTED,{'$oid': '6026fc2f0a720f05a8000311'},,5fc961c3b8cfca11a077dd33,
976,{'$date': 1613134961695},{'$date': 1613134961695},,,,,{'$date': 1613134961695},,,SUBMITTED,{'$oid': '60267c710a720f05a80002c9'},,5fc961c3b8cfca11a077dd33,
977,{'$date': 1613090563648},{'$date': 1613090563648},,,,,{'$date': 1613090563648},,,SUBMITTED,{'$oid': '6025cf030a7214d8e90002b2'},,5fc961c3b8cfca11a077dd33,
978,{'$date': 1613141563419},{'$date': 1613141563419},,,,,{'$date': 1613141563419},,,SUBMITTED,{'$oid': '6026963b0a7214d8e900031a'},,5fc961c3b8cfca11a077dd33,
979,{'$date': 1613102562814},{'$date': 1613102562814},,,,,{'$date': 1613102562814},,,SUBMITTED,{'$oid': '6025fde20a720f05a8000294'},,5fc961c3b8cfca11a077dd33,
980,{'$date': 1613093564228},{'$date': 1613093564228},,,,,{'$date': 1613093564228},,,SUBMITTED,{'$oid': '6025dabc0a720f05a8000283'},,5fc961c3b8cfca11a077dd33,
981,{'$date': 1613118761685},{'$date': 1613118761685},,,,,{'$date': 1613118761685},,,SUBMITTED,{'$oid': '60263d290a7214d8e90002e3'},,5fc961c3b8cfca11a077dd33,
982,{'$date': 1613120560812},{'$date': 1613120560812},,,,,{'$date': 1613120560812},,,SUBMITTED,{'$oid': '602644300a720f05a80002af'},,5fc961c3b8cfca11a077dd33,
983,{'$date': 1613164664263},{'$date': 1613164664263},,,,,{'$date': 1613164664263},,,SUBMITTED,{'$oid': '6026f0780a720f05a800030c'},,5fc961c3b8cfca11a077dd33,
984,{'$date': 1613139119000},{'$date': 1613139119000},{'$date': 1613052719000},35.0,{'$date': 1613139120000},{'$date': 1613139120000},{'$date': 1613139125000},25.0,1.00,FINISHED,{'$oid': '60268caf0a720f05a80002e2'},COMPLETE_NONPARTNER_RECEIPT,60268c69efa6011bb151075f,1.0
985,{'$date': 1613139070000},{'$date': 1613139070000},{'$date': 1613088000000},100.0,{'$date': 1613139071000},{'$date': 1613139071000},{'$date': 1613139076000},100.0,29.00,FINISHED,{'$oid': '60268c7e0a7214d8e9000309'},"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60268c7bb545931ac63683af,3.0
986,{'$date': 1613132261231},{'$date': 1613132261231},,,,,{'$date': 1613132261231},,,SUBMITTED,{'$oid': '602671e50a720f05a80002c4'},,5fc961c3b8cfca11a077dd33,
987,{'$date': 1613116061373},{'$date': 1613116061373},,,,,{'$date': 1613116061373},,,SUBMITTED,{'$oid': '6026329d0a720f05a80002a7'},,5fc961c3b8cfca11a077dd33,
988,{'$date': 1613122361176},{'$date': 1613122361176},,,,,{'$date': 1613122361176},,,SUBMITTED,{'$oid': '60264b390a720f05a80002b0'},,5fc961c3b8cfca11a077dd33,
989,{'$date': 1613127461421},{'$date': 1613127461421},,,,,{'$date': 1613127461421},,,SUBMITTED,{'$oid': '60265f250a720f05a80002ba'},,5fc961c3b8cfca11a077dd33,
990,{'$date': 1613139065000},{'$date': 1613139065000},{'$date': 1613088000000},850.0,{'$date': 1613139065000},{'$date': 1613139065000},{'$date': 1613139071000},750.0,25.00,FINISHED,{'$oid': '60268c790a7214d8e9000306'},"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",60268c78efa6011bb151077d,1.0
991,{'$date': 1613135261660},{'$date': 1613135261660},,,,,{'$date': 1613135261660},,,SUBMITTED,{'$oid': '60267d9d0a7214d8e90002fb'},,5fc961c3b8cfca11a077dd33,
992,{'$date': 1613099262814},{'$date': 1613099262814},,,,,{'$date': 1613099262814},,,SUBMITTED,{'$oid': '6025f0fe0a720f05a800028f'},,5fc961c3b8cfca11a077dd33,
993,{'$date': 1613129561696},{'$date': 1613129561696},,,,,{'$date': 1613129561696},,,SUBMITTED,{'$oid': '602667590a7214d8e90002f3'},,5fc961c3b8cfca11a077dd33,
994,{'$date': 1613153264107},{'$date': 1613153264107},,,,,{'$date': 1613153264107},,,SUBMITTED,{'$oid': '6026c3f00a7214d8e9000337'},,5fc961c3b8cfca11a077dd33,
995,{'$date': 1613165261827},{'$date': 1613165261827},,,,,{'$date': 1613165261827},,,SUBMITTED,{'$oid': '6026f2cd0a7214d8e900034b'},,5fc961c3b8cfca11a077dd33,
996,{'$date': 1613159562453},{'$date': 1613159562453},,,,,{'$date': 1613159562453},,,SUBMITTED,{'$oid': '6026dc8a0a7214d8e9000343'},,5fc961c3b8cfca11a077dd33,
997,{'$date': 1613149983729},{'$date': 1613149983729},,,,,{'$date': 1613149983729},,,SUBMITTED,{'$oid': '6026b71f0a720f05a80002f0'},,5fc961c3b8cfca11a077dd33,
998,{'$date': 1613147561017},{'$date': 1613147561017},,,,,{'$date': 1613147561017},,,SUBMITTED,{'$oid': '6026ada90a720f05a80002ed'},,5fc961c3b8cfca11a077dd33,
999,{'$date': 1614382050000},{'$date': 1614382050000},{'$date': 1597622400000},25.0,,,{'$date': 1614382050000},25.0,34.96,REJECTED,{'$oid': '603983e20a7217c72c000138'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1000,{'$date': 1614364655132},{'$date': 1614364655132},,,,,{'$date': 1614364655132},,,SUBMITTED,{'$oid': '60393fef0a7217c72c0000ec'},,5fc961c3b8cfca11a077dd33,
1001,{'$date': 1614350557551},{'$date': 1614350557551},,,,,{'$date': 1614350557551},,,SUBMITTED,{'$oid': '603908dd0a7217c72c0000d4'},,5fc961c3b8cfca11a077dd33,
1002,{'$date': 1614372156094},{'$date': 1614372156094},,,,,{'$date': 1614372156094},,,SUBMITTED,{'$oid': '60395d3c0a7217c72c0000f9'},,5fc961c3b8cfca11a077dd33,
1003,{'$date': 1614313403497},{'$date': 1614313403497},,,,,{'$date': 1614313403497},,,SUBMITTED,{'$oid': '603877bb0a720fde10000074'},,5fc961c3b8cfca11a077dd33,
1004,{'$date': 1614316052637},{'$date': 1614316052637},,,,,{'$date': 1614316052637},,,SUBMITTED,{'$oid': '603882140a7217c72c00009c'},,5fc961c3b8cfca11a077dd33,
1005,{'$date': 1614307954613},{'$date': 1614307954613},,,,,{'$date': 1614307954613},,,SUBMITTED,{'$oid': '603862720a720fde1000006b'},,5fc961c3b8cfca11a077dd33,
1006,{'$date': 1614340354138},{'$date': 1614340354138},,,,,{'$date': 1614340354138},,,SUBMITTED,{'$oid': '6038e1020a720fde100000a4'},,5fc961c3b8cfca11a077dd33,
1007,{'$date': 1614371854171},{'$date': 1614371854171},,,,,{'$date': 1614371854171},,,SUBMITTED,{'$oid': '60395c0e0a720fde100000d7'},,5fc961c3b8cfca11a077dd33,
1008,{'$date': 1614383555905},{'$date': 1614383555905},,,,,{'$date': 1614383555905},,,SUBMITTED,{'$oid': '603989c30a720fde10000111'},,5fc961c3b8cfca11a077dd33,
1009,{'$date': 1614377976000},{'$date': 1614377976000},{'$date': 1597622400000},25.0,,,{'$date': 1614378891000},25.0,34.96,REJECTED,{'$oid': '603973f80a720fde100000e3'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1010,{'$date': 1614360455886},{'$date': 1614360455886},,,,,{'$date': 1614360455886},,,SUBMITTED,{'$oid': '60392f870a7217c72c0000e7'},,5fc961c3b8cfca11a077dd33,
1011,{'$date': 1614349652018},{'$date': 1614349652018},,,,,{'$date': 1614349652018},,,SUBMITTED,{'$oid': '603905540a720fde100000b3'},,5fc961c3b8cfca11a077dd33,
1012,{'$date': 1614368255062},{'$date': 1614368255062},,,,,{'$date': 1614368255062},,,SUBMITTED,{'$oid': '60394dff0a720fde100000d1'},,5fc961c3b8cfca11a077dd33,
1013,{'$date': 1614359853063},{'$date': 1614359853063},,,,,{'$date': 1614359853063},,,SUBMITTED,{'$oid': '60392d2d0a720fde100000c1'},,5fc961c3b8cfca11a077dd33,
1014,{'$date': 1614380852212},{'$date': 1614380852212},,,,,{'$date': 1614380852212},,,SUBMITTED,{'$oid': '60397f340a7217c72c000133'},,5fc961c3b8cfca11a077dd33,
1015,{'$date': 1614379104000},{'$date': 1614379104000},{'$date': 1612828800000},25.0,,,{'$date': 1614379117000},25.0,25.58,REJECTED,{'$oid': '603978600a7217c72c00010b'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1016,{'$date': 1614325055831},{'$date': 1614325055831},,,,,{'$date': 1614325055831},,,SUBMITTED,{'$oid': '6038a5400a720fde10000088'},,5fc961c3b8cfca11a077dd33,
1017,{'$date': 1614356257288},{'$date': 1614356257288},,,,,{'$date': 1614356257288},,,SUBMITTED,{'$oid': '60391f210a7217c72c0000de'},,5fc961c3b8cfca11a077dd33,
1018,{'$date': 1614310053755},{'$date': 1614310053755},,,,,{'$date': 1614310053755},,,SUBMITTED,{'$oid': '60386aa50a7217c72c000091'},,5fc961c3b8cfca11a077dd33,
1019,{'$date': 1614341252026},{'$date': 1614341252026},,,,,{'$date': 1614341252026},,,SUBMITTED,{'$oid': '6038e4840a720fde100000a6'},,5fc961c3b8cfca11a077dd33,
1020,{'$date': 1614339452311},{'$date': 1614339452311},,,,,{'$date': 1614339452311},,,SUBMITTED,{'$oid': '6038dd7c0a7217c72c0000c0'},,5fc961c3b8cfca11a077dd33,
1021,{'$date': 1614378983000},{'$date': 1614378983000},{'$date': 1614124800000},25.0,{'$date': 1614378985000},{'$date': 1614378985000},{'$date': 1614378992000},25.0,3.99,FINISHED,{'$oid': '603977e70a720fde100000e8'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,1.0
1022,{'$date': 1614344853064},{'$date': 1614344853064},,,,,{'$date': 1614344853064},,,SUBMITTED,{'$oid': '6038f2950a7217c72c0000ca'},,5fc961c3b8cfca11a077dd33,
1023,{'$date': 1614348454716},{'$date': 1614348454716},,,,,{'$date': 1614348454716},,,SUBMITTED,{'$oid': '603900a60a720fde100000b1'},,5fc961c3b8cfca11a077dd33,
1024,{'$date': 1614366454585},{'$date': 1614366454585},,,,,{'$date': 1614366454585},,,SUBMITTED,{'$oid': '603946f60a720fde100000ce'},,5fc961c3b8cfca11a077dd33,
1025,{'$date': 1614365554121},{'$date': 1614365554121},,,,,{'$date': 1614365554121},,,SUBMITTED,{'$oid': '603943720a7217c72c0000ed'},,5fc961c3b8cfca11a077dd33,
1026,{'$date': 1614352053453},{'$date': 1614352053453},,,,,{'$date': 1614352053453},,,SUBMITTED,{'$oid': '60390eb50a720fde100000b7'},,5fc961c3b8cfca11a077dd33,
1027,{'$date': 1614370653288},{'$date': 1614370653288},,,,,{'$date': 1614370653288},,,SUBMITTED,{'$oid': '6039575d0a7217c72c0000f7'},,5fc961c3b8cfca11a077dd33,
1028,{'$date': 1614334653322},{'$date': 1614334653322},,,,,{'$date': 1614334653322},,,SUBMITTED,{'$oid': '6038cabd0a720fde1000009c'},,5fc961c3b8cfca11a077dd33,
1029,{'$date': 1614424647000},{'$date': 1614424647000},{'$date': 1597622400000},25.0,,,{'$date': 1614424648000},25.0,34.96,REJECTED,{'$oid': '603a2a470a720fde10000197'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1030,{'$date': 1614426747000},{'$date': 1614426747000},{'$date': 1597622400000},25.0,,,{'$date': 1614426748000},25.0,34.96,REJECTED,{'$oid': '603a327b0a7217c72c0001d1'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1031,{'$date': 1614446857226},{'$date': 1614446857226},,,,,{'$date': 1614446857226},,,SUBMITTED,{'$oid': '603a81090a720fde100001e0'},,5fc961c3b8cfca11a077dd33,
1032,{'$date': 1614435447000},{'$date': 1614435447000},{'$date': 1597622400000},25.0,,,{'$date': 1614435448000},25.0,34.96,REJECTED,{'$oid': '603a54770a720fde100001bd'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1033,{'$date': 1614412355895},{'$date': 1614412355895},,,,,{'$date': 1614412355895},,,SUBMITTED,{'$oid': '6039fa430a720fde10000174'},,5fc961c3b8cfca11a077dd33,
1034,{'$date': 1614431855009},{'$date': 1614431855009},,,,,{'$date': 1614431855009},,,SUBMITTED,{'$oid': '603a466f0a720fde100001ae'},,5fc961c3b8cfca11a077dd33,
1035,{'$date': 1614410548000},{'$date': 1614410548000},{'$date': 1597622400000},25.0,,,{'$date': 1614410548000},25.0,34.96,REJECTED,{'$oid': '6039f3340a720fde1000016f'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1036,{'$date': 1614386855194},{'$date': 1614386855194},,,,,{'$date': 1614386855194},,,SUBMITTED,{'$oid': '603996a70a7217c72c000145'},,5fc961c3b8cfca11a077dd33,
1037,{'$date': 1614416254020},{'$date': 1614416254020},,,,,{'$date': 1614416254020},,,SUBMITTED,{'$oid': '603a097e0a720fde10000180'},,5fc961c3b8cfca11a077dd33,
1038,{'$date': 1614397047000},{'$date': 1614397047000},{'$date': 1597622400000},25.0,,,{'$date': 1614397048000},25.0,34.96,REJECTED,{'$oid': '6039be770a720fde10000143'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1039,{'$date': 1614432157305},{'$date': 1614432157305},,,,,{'$date': 1614432157305},,,SUBMITTED,{'$oid': '603a479d0a7217c72c0001e7'},,5fc961c3b8cfca11a077dd33,
1040,{'$date': 1614402748000},{'$date': 1614402748000},{'$date': 1597622400000},25.0,,,{'$date': 1614402749000},25.0,34.96,REJECTED,{'$oid': '6039d4bc0a7217c72c000184'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1041,{'$date': 1614413854589},{'$date': 1614413854589},,,,,{'$date': 1614413854589},,,SUBMITTED,{'$oid': '603a001e0a7217c72c0001a0'},,5fc961c3b8cfca11a077dd33,
1042,{'$date': 1614428554453},{'$date': 1614428554453},,,,,{'$date': 1614428554453},,,SUBMITTED,{'$oid': '603a398a0a7217c72c0001da'},,5fc961c3b8cfca11a077dd33,
1043,{'$date': 1614395554868},{'$date': 1614395554868},,,,,{'$date': 1614395554868},,,SUBMITTED,{'$oid': '6039b8a20a7217c72c000164'},,5fc961c3b8cfca11a077dd33,
1044,{'$date': 1614387154480},{'$date': 1614387154480},,,,,{'$date': 1614387154480},,,SUBMITTED,{'$oid': '603997d20a720fde10000124'},,5fc961c3b8cfca11a077dd33,
1045,{'$date': 1614419554507},{'$date': 1614419554507},,,,,{'$date': 1614419554507},,,SUBMITTED,{'$oid': '603a16620a7217c72c0001b8'},,5fc961c3b8cfca11a077dd33,
1046,{'$date': 1614450755382},{'$date': 1614450755382},,,,,{'$date': 1614450755382},,,SUBMITTED,{'$oid': '603a90430a7217c72c000226'},,5fc961c3b8cfca11a077dd33,
1047,{'$date': 1614386548000},{'$date': 1614386548000},{'$date': 1597622400000},25.0,,,{'$date': 1614386549000},25.0,34.96,REJECTED,{'$oid': '603995740a720fde10000120'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1048,{'$date': 1614440847000},{'$date': 1614440847000},{'$date': 1597622400000},25.0,,,{'$date': 1614440848000},25.0,34.96,REJECTED,{'$oid': '603a698f0a720fde100001d1'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1049,{'$date': 1614463654763},{'$date': 1614463654763},,,,,{'$date': 1614463654763},,,SUBMITTED,{'$oid': '603ac2a60a720fde10000217'},,5fc961c3b8cfca11a077dd33,
1050,{'$date': 1614448351000},{'$date': 1614448351000},{'$date': 1597622400000},25.0,,,{'$date': 1614448352000},25.0,34.96,REJECTED,{'$oid': '603a86df0a720fde100001e3'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1051,{'$date': 1614456154525},{'$date': 1614456154525},,,,,{'$date': 1614456154525},,,SUBMITTED,{'$oid': '603aa55a0a7217c72c000233'},,5fc961c3b8cfca11a077dd33,
1052,{'$date': 1614411747000},{'$date': 1614411747000},{'$date': 1597622400000},25.0,,,{'$date': 1614411748000},25.0,34.96,REJECTED,{'$oid': '6039f7e30a7217c72c00019a'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1053,{'$date': 1614443254465},{'$date': 1614443254465},,,,,{'$date': 1614443254465},,,SUBMITTED,{'$oid': '603a72f60a7217c72c000206'},,5fc961c3b8cfca11a077dd33,
1054,{'$date': 1614442657078},{'$date': 1614442657078},,,,,{'$date': 1614442657078},,,SUBMITTED,{'$oid': '603a70a10a720fde100001d9'},,5fc961c3b8cfca11a077dd33,
1055,{'$date': 1614457647000},{'$date': 1614457647000},{'$date': 1597622400000},25.0,,,{'$date': 1614457648000},25.0,34.96,REJECTED,{'$oid': '603aab2f0a7217c72c00023a'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1056,{'$date': 1614462454253},{'$date': 1614462454253},,,,,{'$date': 1614462454253},,,SUBMITTED,{'$oid': '603abdf60a7217c72c00024d'},,5fc961c3b8cfca11a077dd33,
1057,{'$date': 1614448055915},{'$date': 1614448055915},,,,,{'$date': 1614448055915},,,SUBMITTED,{'$oid': '603a85b70a720fde100001e2'},,5fc961c3b8cfca11a077dd33,
1058,{'$date': 1614422555264},{'$date': 1614422555264},,,,,{'$date': 1614422555264},,,SUBMITTED,{'$oid': '603a221b0a7217c72c0001c1'},,5fc961c3b8cfca11a077dd33,
1059,{'$date': 1614518847000},{'$date': 1614518847000},{'$date': 1597622400000},25.0,,,{'$date': 1614518848000},25.0,34.96,REJECTED,{'$oid': '603b9a3f0a720fde100002d3'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1060,{'$date': 1614518555358},{'$date': 1614518555358},,,,,{'$date': 1614518555358},,,SUBMITTED,{'$oid': '603b991b0a720fde100002d2'},,5fc961c3b8cfca11a077dd33,
1061,{'$date': 1614541054389},{'$date': 1614541054389},,,,,{'$date': 1614541054389},,,SUBMITTED,{'$oid': '603bf0fe0a7217c72c00034f'},,5fc961c3b8cfca11a077dd33,
1062,{'$date': 1614511055369},{'$date': 1614511055369},,,,,{'$date': 1614511055369},,,SUBMITTED,{'$oid': '603b7bcf0a7217c72c0002ec'},,5fc961c3b8cfca11a077dd33,
1063,{'$date': 1614475648000},{'$date': 1614475648000},{'$date': 1597622400000},25.0,,,{'$date': 1614475649000},25.0,34.96,REJECTED,{'$oid': '603af1800a7217c72c00027b'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1064,{'$date': 1614554547000},{'$date': 1614554547000},{'$date': 1597622400000},25.0,,,{'$date': 1614554548000},25.0,34.96,REJECTED,{'$oid': '603c25b30a720fde1000035b'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1065,{'$date': 1614485557474},{'$date': 1614485557474},,,,,{'$date': 1614485557474},,,SUBMITTED,{'$oid': '603b18350a7217c72c00029e'},,5fc961c3b8cfca11a077dd33,
1066,{'$date': 1614511654288},{'$date': 1614511654288},,,,,{'$date': 1614511654288},,,SUBMITTED,{'$oid': '603b7e260a720fde100002b8'},,5fc961c3b8cfca11a077dd33,
1067,{'$date': 1614475356150},{'$date': 1614475356150},,,,,{'$date': 1614475356150},,,SUBMITTED,{'$oid': '603af05c0a7217c72c00027a'},,5fc961c3b8cfca11a077dd33,
1068,{'$date': 1614490650000},{'$date': 1614490650000},{'$date': 1597622400000},25.0,,,{'$date': 1614490650000},25.0,34.96,REJECTED,{'$oid': '603b2c1a0a7217c72c0002a9'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1069,{'$date': 1614532951000},{'$date': 1614532951000},{'$date': 1597622400000},25.0,,,{'$date': 1614532951000},25.0,34.96,REJECTED,{'$oid': '603bd1570a7217c72c000337'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1070,{'$date': 1614532048000},{'$date': 1614532048000},{'$date': 1597622400000},25.0,,,{'$date': 1614532049000},25.0,34.96,REJECTED,{'$oid': '603bcdd00a7217c72c000335'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1071,{'$date': 1614482250000},{'$date': 1614482250000},{'$date': 1597622400000},25.0,,,{'$date': 1614482251000},25.0,34.96,REJECTED,{'$oid': '603b0b4a0a720fde1000024e'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1072,{'$date': 1614477158608},{'$date': 1614477158608},,,,,{'$date': 1614477158608},,,SUBMITTED,{'$oid': '603af7660a7217c72c000280'},,5fc961c3b8cfca11a077dd33,
1073,{'$date': 1614486156166},{'$date': 1614486156166},,,,,{'$date': 1614486156166},,,SUBMITTED,{'$oid': '603b1a8c0a720fde1000025d'},,5fc961c3b8cfca11a077dd33,
1074,{'$date': 1614535649000},{'$date': 1614535649000},{'$date': 1597622400000},25.0,,,{'$date': 1614535650000},25.0,34.96,REJECTED,{'$oid': '603bdbe10a7217c72c00033e'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1075,{'$date': 1614509847000},{'$date': 1614509847000},{'$date': 1597622400000},25.0,,,{'$date': 1614509848000},25.0,34.96,REJECTED,{'$oid': '603b77170a7217c72c0002e6'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1076,{'$date': 1614499647000},{'$date': 1614499647000},{'$date': 1597622400000},25.0,,,{'$date': 1614499648000},25.0,34.96,REJECTED,{'$oid': '603b4f3f0a7217c72c0002c9'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1077,{'$date': 1614547650000},{'$date': 1614547650000},{'$date': 1597622400000},25.0,,,{'$date': 1614547651000},25.0,34.96,REJECTED,{'$oid': '603c0ac20a7217c72c00035c'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1078,{'$date': 1614493656453},{'$date': 1614493656453},,,,,{'$date': 1614493656453},,,SUBMITTED,{'$oid': '603b37d80a7217c72c0002b3'},,5fc961c3b8cfca11a077dd33,
1079,{'$date': 1614541955205},{'$date': 1614541955205},,,,,{'$date': 1614541955205},,,SUBMITTED,{'$oid': '603bf4830a720fde10000320'},,5fc961c3b8cfca11a077dd33,
1080,{'$date': 1614478350000},{'$date': 1614478350000},{'$date': 1597622400000},25.0,,,{'$date': 1614478351000},25.0,34.96,REJECTED,{'$oid': '603afc0e0a720fde10000243'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1081,{'$date': 1614489155950},{'$date': 1614489155950},,,,,{'$date': 1614489155950},,,SUBMITTED,{'$oid': '603b26430a720fde1000026c'},,5fc961c3b8cfca11a077dd33,
1082,{'$date': 1614471147000},{'$date': 1614471147000},{'$date': 1597622400000},25.0,,,{'$date': 1614471148000},25.0,34.96,REJECTED,{'$oid': '603adfeb0a7217c72c000265'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1083,{'$date': 1614470554325},{'$date': 1614470554325},,,,,{'$date': 1614470554325},,,SUBMITTED,{'$oid': '603add9a0a7217c72c000263'},,5fc961c3b8cfca11a077dd33,
1084,{'$date': 1614523355401},{'$date': 1614523355401},,,,,{'$date': 1614523355401},,,SUBMITTED,{'$oid': '603babdb0a720fde100002e1'},,5fc961c3b8cfca11a077dd33,
1085,{'$date': 1614497257125},{'$date': 1614497257125},,,,,{'$date': 1614497257125},,,SUBMITTED,{'$oid': '603b45e90a7217c72c0002c2'},,5fc961c3b8cfca11a077dd33,
1086,{'$date': 1614542855488},{'$date': 1614542855488},,,,,{'$date': 1614542855488},,,SUBMITTED,{'$oid': '603bf8070a7217c72c000354'},,5fc961c3b8cfca11a077dd33,
1087,{'$date': 1614475655090},{'$date': 1614475655090},,,,,{'$date': 1614475655090},,,SUBMITTED,{'$oid': '603af1870a720fde1000023c'},,5fc961c3b8cfca11a077dd33,
1088,{'$date': 1614474149000},{'$date': 1614474149000},{'$date': 1597622400000},25.0,,,{'$date': 1614474150000},25.0,34.96,REJECTED,{'$oid': '603aeba50a7217c72c000272'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
1089,{'$date': 1614592949000},{'$date': 1614592949000},{'$date': 1597622400000},25.0,,,{'$date': 1614592950000},25.0,34.96,REJECTED,{'$oid': '603cbbb50a720fde100003e3'},COMPLETE_NONPARTNER_RECEIPT,5fc961c3b8cfca11a077dd33,2.0
